npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20106839,SMP Meruya Ilir 1,A,Jl. Raya Sanggrahan,Meruya Utara,Kembangan
20106561,SMP Methodist,A,Jl. Terusan Bandengan Utara No. 91,Pejagalan,Penjaringan
20109520,SMP Mitra Reformasi,B,Jl. Tanggul Cengkareng Drain Basmol No.1,Kembangan Utara,Kembangan
20107114,SMP Muara Indonesia,B,Jl. Cipinang Muara III,Cipinang Muara,Jatinegara
20106978,SMP Mubasysyrin,B,Jl. Karbela Seatan No. 1,Karet,Setia Budi
20109292,SMP Muhamadiyah 4,A,Jl. Dewi Sartika No. 316,Cawang,Kramat Jati
20106979,SMP Muhammadiyah 10,A,Jl. Tebet Timur II No.35,Tebet Timur,T e b e t
69864647,SMP Muhammadiyah 11,B,Jl. Danau Limboto No. 2,Bendungan Hilir,Tanah Abang
20106840,SMP Muhammadiyah 12,B,Jl. Dr. Susilo I,Grogol,Grogol Petamburan
20106379,SMP Muhammadiyah 13,B,Jl. Kali Baru Barat 52 D,Bungur,S e n e n
20100825,SMP Muhammadiyah 14,B,Jl. H. Murtadho No. 2A,Tugu Utara,K o j a
20106380,SMP Muhammadiyah 16,B,Jl. Kramat Sawah Baru 254,Paseban,S e n e n
20100311,SMP Muhammadiyah 2,A,Jl. Garuda No. 33,Gunung Sahari Selatan,Kemayoran
20106568,SMP Muhammadiyah 21,B,Jl. Kampung Bahari Gang II No. 68,Tanjung Priok,Tanjung Priok
20106841,SMP Muhammadiyah 26,A,Jl. Anggrek Neli Murni BLOK B-C,Kemanggisan,Palmerah
20100312,SMP Muhammadiyah 27,A,"Jl. Cempaka Wangi II, No. 12",Harapan Mulia,Kemayoran
20106381,SMP Muhammadiyah 3,A,Jl. Kramat Raya No. 49,Kramat,S e n e n
20107117,SMP Muhammadiyah 30,B,Jl. Raya Penggilingan Cakung,Penggilingan,Cakung
20107118,SMP Muhammadiyah 31,A,Jl. Balai Pustaka Barat No. 2,Rawamangun,Pulo Gadung
20106842,SMP Muhammadiyah 32,B,Jl. Kesederhanaan Dalam No. 66,Keagungan,Taman Sari
20106843,SMP Muhammadiyah 33,B,Jl. Gelong Baru No.23A,Tomang,Grogol Petamburan
20106980,SMP Muhammadiyah 35,A,Jl. Panjang Cidodol,Cipulir,Kebayoran Lama
20106981,SMP Muhammadiyah 36,A,Jl. Tebet Timur 2 No. 35,Tebet Timur,T e b e t
20107119,SMP Muhammadiyah 39,B,Jl. Marmer No. 1-7-9-11,Kayu Putih,Pulo Gadung
20107120,SMP Muhammadiyah 5,B,Jl. KH. A. Dahlan No. 20,Kayu Manis,Matraman
20107121,SMP Muhammadiyah 50,A,Jl. Delima II Blok C Perumnas Klender,Malaka Sari,Duren Sawit
20100313,SMP Muhammadiyah 6,A,Jl. KH. Mas Mansyur No. 65,Kebon Melati,Tanah Abang
20106982,SMP Muhammadiyah 8,A,Jl. Bendi Raya No. 42 Kebayoran Lama,Kebayoran Lama Utara,Kebayoran Lama
20106983,SMP Muhammadiyah 9,A,"Jl. Limau I, II, III Blok B",Kramat Pela,Kebayoran Baru
20109409,SMP Muhammadiyah I Jagakarsa,B,Jl. Srengseng Sawah No. 3,Srengseng Sawah,Jagakarsa
20122036,SMP Mulia Kencana,Tidak Terakreditasi,Perum Taman Kencana Blok C1/7,Cengkareng Barat,Cengkareng
20109331,SMP Mutiara Bangsa 3,A,JL.JELAMBAR BARU III NO.5B,Jelambar Baru,Grogol Petamburan
20100826,SMP Mutiara I,B,Jl. Kom. Yos Sudarso II No.19,Kebon Bawang,Tanjung Priok
20100827,SMP Mutiara II,B,Jl. Warakas Raya No. 3-4,Warakas,Tanjung Priok
20106984,SMP Muttaqien,B,Jl. Asem Baris Raya No. 5,Kebon Baru,T e b e t
20122019,SMP Nadhatul Wathon,B,Jl. Raya Penggilingan,Penggilingan,Cakung
20177838,SMP Narada,A,Perumahan Kosambi Baru Blok A Ext 1,Duri Kosambi,Cengkareng
20107068,SMP Nasional,B,Jl. smea 6 no. 53,Cawang,Kramat Jati
20109498,SMP NATIONALHIGH JAKARTA SCHOOL,Tidak Terakreditasi,Jl. Raya Pos Pengumben No.41,Srengseng,Kembangan
20106573,SMP Nazaret,B,Jl. Jembatan II Blok H/29,Pejagalan,Penjaringan
20100251,SMP Negeri 1,A,Jl. Cikini Raya No. 87,Cikini,Menteng
20100252,SMP Negeri 10,A,Jl. Sumur Batu,Sumur Batu,Kemayoran
20101558,SMP Negeri 100,A,Jl. Obsidian No. 1,Kapuk,Cengkareng
20101557,SMP Negeri 101,A,Jl. Palmerah Utara II/210 C,Palmerah,Palmerah
20103507,SMP Negeri 102,A,Jl. Sederhana Raya Cijantung II,Gedong,Pasar Rebo
20103508,SMP Negeri 103,A,Jl. RA. Fadilah Cijantung,Cijantung,Pasar Rebo
20102420,SMP Negeri 104,A,Jl. Mampang Prapatan XIII,Tegal Parang,Mampang Prapatan
20101556,SMP Negeri 105,A,Jl. Raya Kembangan Selatan No. 54,Kembangan Selatan,Kembangan
20103524,SMP Negeri 106,A,Jl. H. Baping No. 28,Ciracas,Ciracas
20102419,SMP Negeri 107,A,Jl. Raya Pejaten,Pejaten Barat,Pasar Minggu
20101554,SMP Negeri 108,A,Jl. Flamboyan No. 53,Cengkareng Barat,Cengkareng
20103523,SMP Negeri 109,A,Jl. Kesehatan No.105,Cipinang Melayu,Makasar
20102402,SMP Negeri 11,A,"Jl. Kerinci VII, Blok E",Gunung,Kebayoran Baru
20102527,SMP Negeri 110,A,Jl. Kemajuan,Pesanggrahan,Pesanggrahan
20101553,SMP Negeri 111,A,Jl. Bhakti VII/2,Kemanggisan,Palmerah
20100717,SMP Negeri 112,A,Jl. Al Teluk Gong Pejagalan,Pejagalan,Penjaringan
20100718,SMP Negeri 113,A,Jl. Kampung Bandan,Ancol,Pademangan
20100719,SMP Negeri 114,A,Jl. H.M. Darpi No. 2 Plumpang Semper,Tugu Utara,K o j a
20102510,SMP Negeri 115,A,Jl. Tebet Utara III/K.H Abdullah Syafe'i,Tebet Timur,T e b e t
20100720,SMP Negeri 116,A,Jl.Sunter Permai Raya Sunter Agung,Sunter Agung,Tanjung Priok
20103522,SMP Negeri 117,A,Jl. Pahlawan Revolusi,Pondok Bambu,Duren Sawit
20100241,SMP Negeri 118,A,JL. PRAMUKASARI I NO. 19,Rawasari,Cempaka Putih
20100240,SMP Negeri 119,A,"Jl. Harapan Jaya IX, No. 5",Cempaka Baru,Kemayoran
20102509,SMP Negeri 12,A,Jl. Wijaya IX / 50,Melawai,Kebayoran Baru
20100721,SMP Negeri 120,A,Jl. Kamal Muara Raya No. 9,Kamal Muara,Penjaringan
20100740,SMP Negeri 121,A,Jl. Plumpang Semper No.20,Tugu Selatan,K o j a
20100741,SMP Negeri 122,A,Jl. SMP 122 No. 26,Kapuk Muara,Penjaringan
20100760,SMP Negeri 123,A,Jl. Kelapa Gading I Komplek PT. HII,Kelapa Gading Timur,Kelapa Gading
20102508,SMP Negeri 124,A,Jl. Kemang Timur I/5,Bangka,Mampang Prapatan
20101552,SMP Negeri 125,A,Jl. Utan Jati,Pegadungan,Kalideres
20103521,SMP Negeri 126,A,Jl. SMP 126,Batu Ampar,Kramat Jati
20101551,SMP Negeri 127,A,Jl. Raya Kebon Jeruk No. 126A,Kebon Jeruk,Kebon Jeruk
20103520,SMP Negeri 128,A,Jl. Herkules Komplek Skadron,Halim Perdana Kusumah,Makasar
20100761,SMP Negeri 129,A,Jl. Warakas VI,Papanggo,Tanjung Priok
20102507,SMP Negeri 13,A,Jl. Tirtayasa Raya Blok O/1,Melawai,Kebayoran Baru
20101550,SMP Negeri 130,A,Jl. KS. Tubun I Kota Bambu Utara,Kota Bambu Utara,Palmerah
20102506,SMP Negeri 131,A,Jl. R.M. Kahfi I No. 50,Cipedak,Jagakarsa
20109379,SMP Negeri 131 Terbuka,Tidak Terakreditasi,Jl. R.M. Kahfi I No. 50,Cipedak,Jagakarsa
20101562,SMP Negeri 132,A,Jl. Tawangmangu No.2,Kedaung Kaliangke,Cengkareng
20106342,SMP Negeri 133,B,Pulau Pramuka,Pulau Panggang,Kepulauan Seribu Utara
20101563,SMP Negeri 134,A,Jl. Taman Maruya Ilir Blok A No. 18,Meruya Utara,Kembangan
20103519,SMP Negeri 135,A,Jl. Teluk Palu No. 35,Pondok Bambu,Duren Sawit
20106716,SMP Negeri 136,A,Jl. Bendungan Melayu No. 80,Tugu Selatan,K o j a
20100228,SMP Negeri 137,A,Jl. Cemp. Putih Barat No. 15/26,Cempaka Putih Barat,Cempaka Putih
20103518,SMP Negeri 138,A,Jl. Pahlawan Komarudin Cakung Jak-tim,Pulo Gebang,Cakung
20109236,SMP Negeri 138 Terbuka,Tidak Terakreditasi,Jl. Pahlawan Komaruddin,Pulo Gebang,Cakung
20103517,SMP Negeri 139,A,Jl. Bunga Rampai X,Malaka Jaya,Duren Sawit
20103516,SMP Negeri 14,A,Jl. Matraman Raya No. 177,Bali Mester,Jatinegara
20100762,SMP Negeri 140,A,Jl. Komp. Sekneg Blok A.,Sunter Agung,Tanjung Priok
20102505,SMP Negeri 141,A,Jl. Pondok Jaya VIII/15 B,Pela Mampang,Mampang Prapatan
20102232,SMP Negeri 141 Terbuka,Tidak Terakreditasi,Jl. Pondok Jaya VIII/15B,Pela Mampang,Mampang Prapatan
20101564,SMP Negeri 142,A,Jl. Joglo Raya Kembangan,Joglo,Kembangan
20100763,SMP Negeri 143,A,Jl. Cilincing Bakti IX,Cilincing,Cilincing
20103515,SMP Negeri 144,A,Jl. Raya Bekasi Km. 23 Cakung,Cakung Barat,Cakung
20102504,SMP Negeri 145,A,Jl. Menteng Pulo Ujung,Menteng Atas,Setia Budi
20103514,SMP Negeri 146,A,Jl. Balai Rakyat,Ujung Menteng,Cakung
20103513,SMP Negeri 147,A,Jl. Jambore Cibubur,Cibubur,Ciracas
20103512,SMP Negeri 148,A,Jl. BB. I. Cipinang Muara,Cipinang Muara,Jatinegara
20103511,SMP Negeri 149,A,Jl. Cipinang Besar Selatan,Cipinang Besar Selatan,Jatinegara
20102503,SMP Negeri 15,B,Jl. Prof. Supomo Menteng,Menteng Dalam,T e b e t
20103510,SMP Negeri 150,A,Jl. Batu Tumbuh VII,Kramat Jati,Kramat Jati
20100764,SMP Negeri 151,A,Jl. Kepil No.1 . Perumpel II,Rawa Badak Selatan,K o j a
20100765,SMP Negeri 152,A,Jl. Sunter Jaya IV,Sunter Jaya,Tanjung Priok
20102502,SMP Negeri 153,A,Jl. Panjang Cidodol No. 1,Grogol Selatan,Kebayoran Lama
20102501,SMP Negeri 154,A,Jl. Pengadengan Brt XIII No. 46,Pengadegan,Pancoran
20102500,SMP Negeri 155,A,Jl. Cikoko Barat IV,Cikoko,Pancoran
20100230,SMP Negeri 156,A,Jl. Kramat Pulo Gundul IV No. 4,Johar Baru,Johar Baru
20103509,SMP Negeri 157,A,Jl. Al Baidho I,Lubang Buaya,Cipayung
20103489,SMP Negeri 158,A,Jl. TB.Badarudin,Jatinegara Kaum,Pulo Gadung
20122031,SMP Negeri 158 Terbuka,Tidak Terakreditasi,Jl. TB. Badaruddin,Jatinegara Kaum,Pulo Gadung
20101576,SMP Negeri 159,A,Jl. Jembatan Besi Raya No. 24,Jembatan Besi,Tambora
20107034,SMP Negeri 16,A,Jl. Palmerah Barat 59,Grogol Utara,Kebayoran Lama
20103564,SMP Negeri 160,A,Jl. SMP 160 TMII,Ceger,Cipayung
20102499,SMP Negeri 161,A,Jl. Delman Utama I,Kebayoran Lama Utara,Kebayoran Lama
20100766,SMP Negeri 162,A,Jl. Marunda Baru IV No. 1,Marunda,Cilincing
20106590,SMP Negeri 162 Terbuka,Tidak Terakreditasi,Jl. Marunda Baru IV No. 1,Marunda,Cilincing
20102498,SMP Negeri 163,A,Jl. Empang III,Pejaten Timur,Pasar Minggu
20102511,SMP Negeri 164,A,Jl. Darma Putra Raya No. 10,Kebayoran Lama Selatan,Kebayoran Lama
20103639,SMP Negeri 165,A,Jl. Balai Rakyat III No.16,Pondok Bambu,Duren Sawit
20102512,SMP Negeri 166,A,Jl. Kedondong,Jagakarsa,Jagakarsa
20103619,SMP Negeri 167,A,Jl. Lingkar Duren Sawit,Duren Sawit,Duren Sawit
20103618,SMP Negeri 168,A,Jl. P. Komarudin Buaran Cakung,Cakung Barat,Cakung
20101574,SMP Negeri 169,A,Jl. Peta Utara Pegadungan,Pegadungan,Kalideres
20100231,SMP Negeri 17,A,Jl. Karang Anyar 9 - 14,Karang Anyar,Sawah Besar
20100767,SMP Negeri 170,A,Jl. Kepu No. 17,Pegangsaan Dua,Kelapa Gading
20103617,SMP Negeri 171,B,Jl. H. Baping,Rambutan,Ciracas
20103616,SMP Negeri 172,A,Jl. Stasiun Cakung,Pulo Gebang,Cakung
20100768,SMP Negeri 173,A,Jl. Alur Laut No. 57,Rawa Badak Utara,K o j a
20103615,SMP Negeri 174,A,Jl. H. Baping,Susukan,Ciracas
20102513,SMP Negeri 175,A,Jl. Kebagusan Wates,Jagakarsa,Jagakarsa
20101573,SMP Negeri 176,A,Jl. Raya Duri Kosambi,Duri Kosambi,Cengkareng
20102526,SMP Negeri 177,A,Jl. Raya Kodam Bintaro,Pesanggrahan,Pesanggrahan
20102525,SMP Negeri 178,A,Jl. Mawar No. 6 Bintaro,Bintaro,Pesanggrahan
20103614,SMP Negeri 179,A,Jl. Kalisari,Kalisari,Pasar Rebo
20109261,SMP Negeri 179 Terbuka,Tidak Terakreditasi,Jl. Kalisari,Kalisari,Pasar Rebo
20100232,SMP Negeri 18,A,Jl. Menteng No. 3,Kebon Sirih,Menteng
20109257,SMP Negeri 180,A,Jl. Bambu Wulung,Bambu Apus,Cipayung
20100233,SMP Negeri 181,A,Jl. Masjid I No.5,Karet Tengsin,Tanah Abang
20102524,SMP Negeri 182,A,Jl. Kalibata Timur I,Kalibata,Pancoran
20100235,SMP Negeri 183,B,"Jl. Cempaka Baru VII, No. 47",Cempaka Baru,Kemayoran
20103612,SMP Negeri 184,A,JL. LAPAN,Pekayon,Pasar Rebo
20102523,SMP Negeri 185,B,Jl. Kemandoran I Grogol Utara,Grogol Utara,Kebayoran Lama
20101572,SMP Negeri 186,A,Jl. Peta Barat Kalideres No.14,Kalideres,Kalideres
20101571,SMP Negeri 187,A,Jl. Gaga Utama,Semanan,Kalideres
20103611,SMP Negeri 188,B,Jl. Tanah Merdeka,Rambutan,Ciracas
20101570,SMP Negeri 189,A,Jl. H. Rausin No.89,Kelapa Dua,Kebon Jeruk
20102522,SMP Negeri 19,A,Jl. Bumi Blok E No. 21,Gunung,Kebayoran Baru
20101569,SMP Negeri 190,A,Jl. Prepedan Kamal,Kamal,Kalideres
20108543,SMP Negeri 190 Terbuka,Tidak Terakreditasi,Jl. Prepedan Kamal,Kamal,Kalideres
20101568,SMP Negeri 191,A,Jl. Duta Raya No. 2,Duri Kepa,Kebon Jeruk
20103610,SMP Negeri 192,A,Jl. Kramat IV No.100,Lubang Buaya,Cipayung
20103609,SMP Negeri 193,A,Jl. Irigasi,Ujung Menteng,Cakung
20103608,SMP Negeri 194,A,Jl. Pendidikan Komp. IKIP IX,Duren Sawit,Duren Sawit
20103607,SMP Negeri 195,A,Jl. Sawah Barat Duren Sawit 48,Duren Sawit,Duren Sawit
20103606,SMP Negeri 196,A,Jl. Mabes TNI,Pondok Ranggon,Cipayung
20101566,SMP Negeri 197,A,Jl. Raya Kedoya Utara No.100,Kedoya Utara,Kebon Jeruk
20103605,SMP Negeri 198,A,Jl. Pertanian Klender,Klender,Duren Sawit
20103604,SMP Negeri 199,A,Jl. Arabika VIII Blok AC3,Pondok Kopi,Duren Sawit
20100236,SMP Negeri 2,A,Jl. Mardani Raya,Johar Baru,Johar Baru
20103620,SMP Negeri 20,A,Jl. Komp. Bulak Rantai,Kramat Jati,Kramat Jati
20108898,SMP Negeri 20 Terbuka,Tidak Terakreditasi,Jl. Rantai Mas KPAD Bulak Rantai,Kampung Tengah,Kramat Jati
20100769,SMP Negeri 200,A,Jl. Rorotan IX No. 2,Rorotan,Cilincing
20101565,SMP Negeri 201,A,Jl. Kayu Besar,Cengkareng Timur,Cengkareng
20103621,SMP Negeri 202,B,Jl. Buluh Perindu IV/I,Duren Sawit,Duren Sawit
20103622,SMP Negeri 203,A,Jl. Raya Kalisari - LAPAN,Kalisari,Pasar Rebo
20101549,SMP Negeri 204,A,Jl. Peta Utara Pegadungan,Pegadungan,Kalideres
20101548,SMP Negeri 205,A,Jl. Semanan Raya No. 2,Semanan,Kalideres
20101533,SMP Negeri 206,A,Jl. Meruya Selatan,Meruya Selatan,Kembangan
20101532,SMP Negeri 207,A,Jl. Raya Maruya Utara Rt.07/02,Srengseng,Kembangan
20103638,SMP Negeri 208,A,Jl. Raya Centex,Ciracas,Ciracas
20103637,SMP Negeri 209,A,Jl. Inpres,Kampung Tengah,Kramat Jati
20100770,SMP Negeri 21,A,Jl. Bandengan Utara 80,Penjaringan,Penjaringan
20103636,SMP Negeri 210,A,Jl. Raya Centex,Ciracas,Ciracas
20102521,SMP Negeri 211,A,Jl. Srengseng Sawah,Srengseng Sawah,Jagakarsa
20102520,SMP Negeri 212,A,Jl. Benda Atas Cilandak timur,Pejaten Timur,Pasar Minggu
20103635,SMP Negeri 213,A,Jl. Malaka I Perlum. Klender,Malaka Sari,Duren Sawit
20103634,SMP Negeri 214,A,Jl. Rajawali,Halim Perdana Kusumah,Makasar
20101531,SMP Negeri 215,A,Jl. Melati Taman Maruya Ilir Blok B,Meruya Utara,Kembangan
20100237,SMP Negeri 216,A,Jl. Salemba Raya No. 18,Kenari,S e n e n
20106394,SMP Negeri 216 Terbuka,Tidak Terakreditasi,Jl. Salemba Raya No. 18,Kenari,S e n e n
20103633,SMP Negeri 217,A,Jl. Gongseng Raya,Baru,Pasar Rebo
20102519,SMP Negeri 218,A,Jl. Manara Jati Padang,Jati Padang,Pasar Minggu
20101530,SMP Negeri 219,A,Jl. Raya Joglo Komplek Pemadam Kebakaran,Joglo,Kembangan
20101529,SMP Negeri 22,B,Jl. Jembatan Batu No. 74,Pinangsia,Taman Sari
20101528,SMP Negeri 220,A,Jl. Mangga I,Duri Kepa,Kebon Jeruk
20100771,SMP Negeri 221,A,Jl. Sunter Karya Selatan,Sunter Agung,Tanjung Priok
20103632,SMP Negeri 222,A,Jl. Raya Ceger TMII,Ceger,Cipayung
20103631,SMP Negeri 223,A,Jl. Surilang No. 6,Gedong,Pasar Rebo
20101527,SMP Negeri 224,A,Jl. SMPN 224 Kebon Duaratus,Kamal,Kalideres
20101526,SMP Negeri 225,A,Jl. Warung Gantung Kp. Kojan Kalideres,Kalideres,Kalideres
20102518,SMP Negeri 226,A,Jl. Kayu Kapur No. 2,Pondok Labu,Cilandak
20102517,SMP Negeri 227,A,Jl. Mesjid Al Fajri,Pejaten Barat,Pasar Minggu
20100238,SMP Negeri 228,A,Jl. Sumur Batu Raya No. 6,Sumur Batu,Kemayoran
20109212,SMP Negeri 229,A,Jl. Raya Kebon Jeruk NO. 39,Kebon Jeruk,Kebon Jeruk
20100772,SMP Negeri 23,A,Jl. Pademangan Timur VI,Pademangan Timur,Pademangan
20103630,SMP Negeri 230,B,Jl. TPU - Pondok Ranggon,Pondok Ranggon,Cipayung
20100773,SMP Negeri 231,A,Jl. Raya Gereja Tugu Semper,Semper Barat,Cilincing
20103629,SMP Negeri 232,A,Jl. Gading Raya No. 16,Pisangan Timur,Pulo Gadung
20103628,SMP Negeri 233,A,Jl. H. Abdur Rachman No. 68,Cibubur,Ciracas
20103627,SMP Negeri 234,A,"Jl. Kayu Tinggi Cakung Timur, Cempaka IV",Cakung Timur,Cakung
20109465,SMP Negeri 234 Terbuka,A,Jl. Raya Kayu Tinggi,Cakung Timur,Cakung
20102516,SMP Negeri 235,A,Jl. Pondok Indah,Pesanggrahan,Pesanggrahan
20103626,SMP Negeri 236,A,Jl. Raya Penggilingan Komp. PIK,Penggilingan,Cakung
20103625,SMP Negeri 237,B,Jl. Bambu Petung,Bambu Apus,Cipayung
20102515,SMP Negeri 238,A,Jl. Kalibata VI No. 2,Duren Tiga,Pancoran
20102514,SMP Negeri 239,A,Jl. Nangka 58,Tanjung Barat,Jagakarsa
20103624,SMP Negeri 24,A,Jl. Dukuh V,Dukuh,Kramat Jati
20102497,SMP Negeri 240,A,Jl. H. Raya No. 16 B,Gandaria Utara,Kebayoran Baru
20106343,SMP Negeri 241,A,Pulau Tidung,Pulau Tidung,Kepulauan Seribu Selatan
20102496,SMP Negeri 242,A,Jl. Lenteng Agung,Lenteng Agung,Jagakarsa
20103623,SMP Negeri 243,A,Jl. Cipinang Jaya II,Cipinang Besar Utara,Jatinegara
20100759,SMP Negeri 244,A,Jl. Cilincing Bakti VI No.28,Cilincing,Cilincing
20100754,SMP Negeri 244 Terbuka,A,Jl. Cilincing Bakti VI,Cilincing,Cilincing
20102479,SMP Negeri 245,A,Jl. H. Muchtar Raya,Petukangan Utara,Pesanggrahan
20103603,SMP Negeri 246,A,Jl. SPG 7,Lubang Buaya,Cipayung
20102478,SMP Negeri 247,A,Jl. Mampang Prapatan XIII,Tegal Parang,Mampang Prapatan
20101524,SMP Negeri 248,A,Jl. Kamal Raya,Cengkareng Timur,Cengkareng
20101523,SMP Negeri 249,A,Jl. Jaya 25 No.41,Cengkareng Barat,Cengkareng
20103602,SMP Negeri 25,A,Jl. BB. I. Cipinang Muara,Cipinang Muara,Jatinegara
20102477,SMP Negeri 250,A,Jl. KHM. Na'im III,Cipete Utara,Kebayoran Baru
20103582,SMP Negeri 251,A,Jl. Mawar Kamp. Asem,Cijantung,Pasar Rebo
20103581,SMP Negeri 252,A,Jl. H. Naman Pondok Kelapa,Pondok Kelapa,Duren Sawit
20108784,SMP Negeri 252 Terbuka,A,Jl. H. Naman Pondok Kelapa,Duren Sawit,Duren Sawit
20102476,SMP Negeri 253,A,Jl. Antariksa Kp. Alang-alang,Cipedak,Jagakarsa
20102475,SMP Negeri 254,A,"Jl. Gandaria V, Jagakarsa - Jaksel",Jagakarsa,Jagakarsa
20103580,SMP Negeri 255,A,Jl. Radin Inten II Duren Sawit,Duren Sawit,Duren Sawit
20103579,SMP Negeri 256,A,Jl. Balai Rakyat Cakung Timur,Cakung Timur,Cakung
20103578,SMP Negeri 257,A,Jl. Kelurahan Rambutan,Rambutan,Ciracas
20109485,SMP Negeri 257 Terbuka,A,Jl. Kelurahan Rambutan,Rambutan,Ciracas
20103577,SMP Negeri 258,A,Jl. Cibubur II Blok Duku,Cibubur,Ciracas
20103576,SMP Negeri 259,A,Jalan Laksmana VIII Komplek Karyawan TMII,Bambu Apus,Cipayung
20103575,SMP Negeri 26,A,Jl. Kebon Pala.1,Kampung Melayu,Jatinegara
20106346,SMP Negeri 260,A,Pulau Harapan,Pulau Harapan,Kepulauan Seribu Utara
20100758,SMP Negeri 261,A,Jl. Muara Angke Pluit,Pluit,Penjaringan
20106599,SMP Negeri 261 Terbuka,Tidak Terakreditasi,Jl. Muara Angke,Pluit,Penjaringan
20103574,SMP Negeri 262,A,Jl. Kayu Tinggi Cakung Timur,Cakung Timur,Cakung
20108785,SMP Negeri 262 Terbuka,Tidak Terakreditasi,Jl. Kayu Tinggi Cakung,Cakung Timur,Cakung
20103573,SMP Negeri 263,A,Jl. Dukuh V,Dukuh,Kramat Jati
20101534,SMP Negeri 264,A,Jl. Barkah I,Rawa Buaya,Cengkareng
20106846,SMP Negeri 264 Terbuka,A,Jl. Barkah I 001/03 Rawabuaya,Rawa Buaya,Cengkareng
20102474,SMP Negeri 265,A,Jl. Asem Baris II/10,Kebon Baru,T e b e t
20100757,SMP Negeri 266,A,Jl. Cilincing Bakti VI,Cilincing,Cilincing
20102473,SMP Negeri 267,A,"Jl. Mairin Swadarma Raya, Ulujami",Pesanggrahan,Pesanggrahan
20103572,SMP Negeri 268,A,Jl. SD Inpres,Kebon Pala,Makasar
20100253,SMP Negeri 269,A,Jl. Harapan Mulia,Harapan Mulia,Kemayoran
20103571,SMP Negeri 27,A,Jl. LINGKAR KOMP.PTB Duren Sawit,Duren Sawit,Duren Sawit
20100742,SMP Negeri 270,A,Jl. Kompi Udin,Pegangsaan Dua,Kelapa Gading
20101535,SMP Negeri 271,A,Jl. Pahlawan Sukabumi Sel.VI/F1,Sukabumi Selatan,Kebon Jeruk
20103570,SMP Negeri 272,A,JL. AL BAIDHO 1,Lubang Buaya,Cipayung
20100255,SMP Negeri 273,A,Jl. Kampung Bali 24/I,Kampung Bali,Tanah Abang
20101536,SMP Negeri 274,A,Jl. Empang Bahagia Raya 4B,Jelambar,Grogol Petamburan
20103569,SMP Negeri 275,A,Jl. Jengki Cipinang Asem,Kebon Pala,Makasar
20102472,SMP Negeri 276,A,Jl. Srengseng Sawah,Srengseng Sawah,Jagakarsa
20100743,SMP Negeri 277,A,Jl. Sindang Terusan No. 34 A,Rawa Badak Utara,K o j a
20101547,SMP Negeri 278,A,Jl. Kamal Benda Raya No. 16,Kamal,Kalideres
20100744,SMP Negeri 279,A,Jl. Mahoni No. 44,Lagoa,K o j a
20100270,SMP Negeri 28,A,Jl. Mardani No.17,Johar Baru,Johar Baru
20112499,SMP Negeri 28 Terbuka,Tidak Terakreditasi,Jl. Mardani No. 17,Johar Baru,Johar Baru
20100271,SMP Negeri 280,A,Jl. Cilacap No. 5,Menteng,Menteng
20103568,SMP Negeri 281,A,Jl. Kerja Bakti No. 1,Kramat Jati,Kramat Jati
20100745,SMP Negeri 282,B,Jl. Taman Nyiur (BI),Sunter Agung,Tanjung Priok
20107179,SMP Negeri 283,A,Jl. Bambu Hitam,Bambu Apus,Cipayung
20107180,SMP Negeri 284,A,Jl. Raya Rawa Bebek,Pulo Gebang,Cakung
20106347,SMP Negeri 285,A,Jln. Pulau Edam,Pulau Untung Jawa,Kepulauan Seribu Selatan
20108854,SMP Negeri 286,B,JL.RAWA KEPA VIII,Tomang,Grogol Petamburan
20107181,SMP Negeri 287,A,Jl. Sarbini I,Pinang Ranti,Makasar
20106344,SMP Negeri 288,B,Pulau Lancang,Pulau Tidung,Kepulauan Seribu Selatan
69800097,SMP Negeri 289,A,Jl. Tipar Cakung,Sukapura,Cilincing
20102471,SMP Negeri 29,A,Jl. Bumi Blok E,Gunung,Kebayoran Baru
20102470,SMP Negeri 3,A,Jl. Manggarai Utara IV/6,Manggarai,T e b e t
20100746,SMP Negeri 30,A,Jl. Anggrek No. 4 Koja,Rawa Badak Utara,K o j a
20102469,SMP Negeri 31,A,Jl. Peninggaran Barat III,Kebayoran Lama Utara,Kebayoran Lama
20101546,SMP Negeri 32,A,Jl. Pejagalan No. 51,Pekojan,Tambora
20102468,SMP Negeri 33,B,Jl. Menara Air I,Manggarai,T e b e t
20100747,SMP Negeri 34,A,Jl. Pademangan Timur VII,Pademangan Timur,Pademangan
20107182,SMP Negeri 35,A,Jl.Kayu Manis Gg.Kh.Raiman 71B Condet,Balekambang,Kramat Jati
20103584,SMP Negeri 36,A,Jl. Pedati,Cipinang Cempedak,Jatinegara
20102467,SMP Negeri 37,A,Jl. Taman Wijaya Kusuma Raya,Pondok Labu,Cilandak
20100272,SMP Negeri 38,A,Jl. Karet Pasar Baru Barat I No.14,Karet Tengsin,Tanah Abang
20106401,SMP Negeri 39,A,Jl. Gajah Mada No. 3 - 5,Petojo Utara,Gambir
20100274,SMP Negeri 4,A,Jl. Perwira No. 10 Pasar Baru,Pasar Baru,Sawah Besar
20100275,SMP Negeri 40,A,Jl. Danau Limboto Pejompongan,Bendungan Hilir,Tanah Abang
20102480,SMP Negeri 41,A,Jl. Harsono RM. Ragunan Pasarminggu,Ragunan,Pasar Minggu
